Sigla;codigo;municipio;taxa_analfabetismo
PI;2208106;Pimenteiras;34.71
PI;2208205;Pio IX;31.11
PI;2208304;Piracuruca;29.96
PI;2208403;Piripiri;26.3
PI;2208502;Porto;35.01
PI;2208551;Porto Alegre do Piauí;27.64
PI;2208601;Prata do Piauí;35.27
PI;2208650;Queimada Nova;31.3
PI;2208700;Redenção do Gurguéia;21.78
PI;2208809;Regeneração;31.82
PI;2208858;Riacho Frio;20.08
PI;2208874;Ribeira do Piauí;30.47
PI;2208908;Ribeiro Gonçalves;22.68
PI;2209005;Rio Grande do Piauí;29.77
PI;2209104;Santa Cruz do Piauí;35.88
PI;2209153;Santa Cruz dos Milagres;34,00
PI;2209203;Santa Filomena;24.39
PI;2209302;Santa Luz;26.42
PI;2209351;Santana do Piauí;30.34
PI;2209377;Santa Rosa do Piauí;31.65
PI;2209401;Santo Antônio de Lisboa;28.57
PI;2209450;Santo Antônio dos Milagres;27.8
PI;2209500;Santo Inácio do Piauí;29.75
PI;2209559;São Braz do Piauí;30.41
PI;2209609;São Félix do Piauí;34.11
PI;2209658;São Francisco de Assis do Piauí;38.95
PI;2209708;São Francisco do Piauí;32.1
PI;2209757;São Gonçalo do Gurguéia;24.51
PI;2209807;São Gonçalo do Piauí;27.6
PI;2209856;São João da Canabrava;36.43
PI;2209872;São João da Fronteira;36.99
PI;2209906;São João da Serra;38.26
PI;2209955;São João da Varjota;35.38
PI;2209971;São João do Arraial;36.29
PI;2210003;São João do Piauí;22.22
PI;2210052;São José do Divino;36.09
PI;2210102;São José do Peixe;30.05
PI;2210201;São José do Piauí;37.91
PI;2210300;São Julião;38.71
PI;2210359;São Lourenço do Piauí;24.65
PI;2210375;São Luis do Piauí;33.46
PI;2210383;São Miguel da Baixa Grande;37.68
PI;2210391;São Miguel do Fidalgo;32.94
PI;2210409;São Miguel do Tapuio;36.03
PI;2210508;São Pedro do Piauí;29.58
PI;2210607;São Raimundo Nonato;20.16
PI;2210623;Sebastião Barros;22.91
PI;2210631;Sebastião Leal;27.72
PI;2210656;Sigefredo Pacheco;33.77
PI;2210706;Simões;30.25
PI;2210805;Simplício Mendes;23.7
PI;2210904;Socorro do Piauí;27.3
PI;2210938;Sussuapara;30.36
PI;2210953;Tamboril do Piauí;36.05
PI;2210979;Tanque do Piauí;28.53
PI;2211001;Teresina;9.1
PI;2211100;União;28.74
PI;2211209;Uruçuí;18.12
PI;2211308;Valença do Piauí;26.08
PI;2211357;Várzea Branca;31.49
PI;2211407;Várzea Grande;33.09
PI;2211506;Vera Mendes;43.69
PI;2211605;Vila Nova do Piauí;30.17
PI;2211704;Wall Ferraz;35.26
RN;2400109;Acari;17.81
RN;2400208;Açu;22.48
RN;2400307;Afonso Bezerra;30.68
RN;2400406;Água Nova;22.66
RN;2400505;Alexandria;33.42
RN;2400604;Almino Afonso;25.05
RN;2400703;Alto do Rodrigues;19.3
RN;2400802;Angicos;26.34
RN;2400901;Antônio Martins;30.78
RN;2401008;Apodi;23.91
RN;2401107;Areia Branca;16.31
RN;2401206;Arês;25.69
RN;2401305;Augusto Severo;28.88
RN;2401404;Baía Formosa;22.88
RN;2401453;Baraúna;28.1
RN;2401503;Barcelona;29.51
RN;2401602;Bento Fernandes;28.3
RN;2401651;Bodó;24.86
RN;2401701;Bom Jesus;32.05
RN;2401800;Brejinho;31.23
RN;2401859;Caiçara do Norte;25.52
RN;2401909;Caiçara do Rio do Vento;25.65
RN;2402006;Caicó;15.34
RN;2402105;Campo Redondo;25.71
RN;2402204;Canguaretama;26.63
RN;2402303;Caraúbas;26.71
RN;2402402;Carnaúba dos Dantas;14.37
RN;2402501;Carnaubais;25.64
RN;2402600;Ceará-Mirim;21.76
RN;2402709;Cerro Corá;27.39
RN;2402808;Coronel Ezequiel;29.97
RN;2402907;Coronel João Pessoa;33.16
RN;2403004;Cruzeta;22.23
RN;2403103;Currais Novos;17.87
RN;2403202;Doutor Severiano;24.76
RN;2403251;Parnamirim;7.96
RN;2403301;Encanto;24.28
RN;2403400;Equador;22.82
RN;2403509;Espírito Santo;38.36
RN;2403608;Extremoz;17.2
RN;2403707;Felipe Guerra;21.46
RN;2403756;Fernando Pedroza;29.64
RN;2403806;Florânia;23.2
RN;2403905;Francisco Dantas;29.06
RN;2404002;Frutuoso Gomes;25.67
RN;2404101;Galinhos;26.85
RN;2404200;Goianinha;23.82
RN;2404309;Governador Dix-Sept Rosado;23.96
RN;2404408;Grossos;25.88
RN;2404507;Guamaré;22.78
RN;2404606;Ielmo Marinho;28.12
RN;2404705;Ipanguaçu;27.74
RN;2404804;Ipueira;23.94
RN;2404853;Itajá;25.52
RN;2404903;Itaú;22.07
RN;2405009;Jaçanã;27.81
RN;2405108;Jandaíra;32.59
RN;2405207;Janduís;27.76
RN;2405306;Januário Cicco;35.46
RN;2405405;Japi;34.8
RN;2405504;Jardim de Angicos;26.92
RN;2405603;Jardim de Piranhas;25.77
RN;2405702;Jardim do Seridó;18.47
RN;2405801;João Câmara;26.78
RN;2405900;João Dias;38.86
RN;2406007;José da Penha;29.73
RN;2406106;Jucurutu;31.53
RN;2406155;Jundiá;35.44
RN;2406205;Lagoa d'Anta;33.2
RN;2406304;Lagoa de Pedras;36.72
RN;2406403;Lagoa de Velhos;26.65
RN;2406502;Lagoa Nova;29.24
RN;2406601;Lagoa Salgada;36.93
RN;2406700;Lajes;26.98
RN;2406809;Lajes Pintadas;27.51
RN;2406908;Lucrécia;23.93
RN;2407005;Luís Gomes;29.21
RN;2407104;Macaíba;22.55
RN;2407203;Macau;18.94
RN;2407252;Major Sales;29.03
RN;2407302;Marcelino Vieira;30.23
RN;2407401;Martins;19.21
RN;2407500;Maxaranguape;21.8
RN;2407609;Messias Targino;32.39
RN;2407708;Montanhas;30.23
RN;2407807;Monte Alegre;28.92
RN;2407906;Monte das Gameleiras;30.5
RN;2408003;Mossoró;13.8
RN;2408102;Natal;8.33
RN;2408201;Nísia Floresta;22.36
RN;2408300;Nova Cruz;31.48
RN;2408409;Olho-d'Água do Borges;35.11
RN;2408508;Ouro Branco;21.05
RN;2408607;Paraná;33.51
RN;2408706;Paraú;27.94
RN;2408805;Parazinho;32.92
RN;2408904;Parelhas;17.19
RN;2408953;Rio do Fogo;26.84
RN;2409100;Passa e Fica;32.4
RN;2409209;Passagem;28.25
RN;2409308;Patu;27.88
RN;2409332;Santa Maria;28.85
RN;2409407;Pau dos Ferros;18.06
RN;2409506;Pedra Grande;24.7
RN;2409605;Pedra Preta;23.09
RN;2409704;Pedro Avelino;28.15
RN;2409803;Pedro Velho;31.53
RN;2409902;Pendências;22.97
RN;2410009;Pilões;29.59
RN;2410108;Poço Branco;29.64
RN;2410207;Portalegre;23.8
RN;2410256;Porto do Mangue;27.66
RN;2410306;Presidente Juscelino;32.07
RN;2410405;Pureza;28.22
RN;2410504;Rafael Fernandes;24.43
RN;2410603;Rafael Godeiro;25.81
RN;2410702;Riacho da Cruz;25.85
RN;2410801;Riacho de Santana;27.45
RN;2410900;Riachuelo;30.28
RN;2411007;Rodolfo Fernandes;30.44
RN;2411056;Tibau;22.61
RN;2411106;Ruy Barbosa;30.96
RN;2411205;Santa Cruz;24.23
RN;2411403;Santana do Matos;28.98
RN;2411429;Santana do Seridó;19.54
RN;2411502;Santo Antônio;30.4
RN;2411601;São Bento do Norte;32.41
RN;2411700;São Bento do Trairí;28.19
RN;2411809;São Fernando;27.2
RN;2411908;São Francisco do Oeste;26.86
RN;2412005;São Gonçalo do Amarante;14.74
RN;2412104;São João do Sabugi;20.42
RN;2412203;São José de Mipibu;24.52
RN;2412302;São José do Campestre;29.13
RN;2412401;São José do Seridó;16.23
RN;2412500;São Miguel;30.17
RN;2412559;São Miguel de Touros;29.63
RN;2412609;São Paulo do Potengi;25.22
RN;2412708;São Pedro;30.39
RN;2412807;São Rafael;31.55
RN;2412906;São Tomé;30.91
RN;2413003;São Vicente;23.22
RN;2413102;Senador Elói de Souza;31.07
RN;2413201;Senador Georgino Avelino;27.45
RN;2413300;Serra de São Bento;37.01
RN;2413359;Serra do Mel;25.15
RN;2413409;Serra Negra do Norte;25.16
RN;2413508;Serrinha;31.62
RN;2413557;Serrinha dos Pintos;26.27
RN;2413607;Severiano Melo;28.24
RN;2413706;Sítio Novo;31.22
RN;2413805;Taboleiro Grande;23.23
RN;2413904;Taipu;34.33
RN;2414001;Tangará;26.77
RN;2414100;Tenente Ananias;26.35
RN;2414159;Tenente Laurentino Cruz;21.96
RN;2414209;Tibau do Sul;21.48
RN;2414308;Timbaúba dos Batistas;23.23
RN;2414407;Touros;29.63
RN;2414456;Triunfo Potiguar;29.83
RN;2414506;Umarizal;25.54
RN;2414605;Upanema;28.69
RN;2414704;Várzea;31.24
RN;2414753;Venha-Ver;32.42
RN;2414803;Vera Cruz;31.68
RN;2414902;Viçosa;22.42
RN;2415008;Vila Flor;23.99
SE;2800100;Amparo de São Francisco;23.84
SE;2800209;Aquidabã;29.5
SE;2800308;Aracaju;6.61
SE;2800407;Arauá;27.51
SE;2800506;Areia Branca;24.64
SE;2800605;Barra dos Coqueiros;13.3
SE;2800670;Boquim;24.19
SE;2800704;Brejo Grande;31.48
SE;2801009;Campo do Brito;28.17
SE;2801108;Canhoba;32.18
SE;2801207;Canindé de São Francisco;29.96
SE;2801306;Capela;24.8
SE;2801405;Carira;34.82
SE;2801504;Carmópolis;14.46
SE;2801603;Cedro de São João;21.18
SE;2801702;Cristinápolis;30.45
SE;2801900;Cumbe;26.52
SE;2802007;Divina Pastora;23.15
SE;2802106;Estância;17.89
SE;2802205;Feira Nova;30.24
SE;2802304;Frei Paulo;26.55
SE;2802403;Gararu;30.77
SE;2802502;General Maynard;15.23
SE;2802601;Gracho Cardoso;29.95
SE;2802700;Ilha das Flores;25.71
SE;2802809;Indiaroba;26.72
SE;2802908;Itabaiana;21.79
SE;2803005;Itabaianinha;29.83
SE;2803104;Itabi;30.87
SE;2803203;Itaporanga d'Ajuda;24.55
SE;2803302;Japaratuba;20.58
SE;2803401;Japoatã;30.84
SE;2803500;Lagarto;25.32
SE;2803609;Laranjeiras;15.66
SE;2803708;Macambira;31.5
SE;2803807;Malhada dos Bois;23.66
SE;2803906;Malhador;24.73
SE;2804003;Maruim;17.66
SE;2804102;Moita Bonita;26.52
SE;2804201;Monte Alegre de Sergipe;33.83
SE;2804300;Muribeca;24.69
SE;2804409;Neópolis;22.72
SE;2804458;Nossa Senhora Aparecida;37.75
SE;2804508;Nossa Senhora da Glória;26.69
SE;2804607;Nossa Senhora das Dores;28.39
SE;2804706;Nossa Senhora de Lourdes;28.91
SE;2804805;Nossa Senhora do Socorro;10.69
SE;2804904;Pacatuba;29.42
SE;2805000;Pedra Mole;27.72
SE;2805109;Pedrinhas;26.65
SE;2805208;Pinhão;30.16
SE;2805307;Pirambu;20.03
SE;2805406;Poço Redondo;35.58
SE;2805505;Poço Verde;29.85
SE;2805604;Porto da Folha;31.51
SE;2805703;Propriá;18.68
SE;2805802;Riachão do Dantas;29.23
SE;2805901;Riachuelo;17.01
SE;2806008;Ribeirópolis;28.5
SE;2806107;Rosário do Catete;14.14
SE;2806206;Salgado;27.47
SE;2806305;Santa Luzia do Itanhy;33.03
SE;2806404;Santana do São Francisco;21.02
SE;2806503;Santa Rosa de Lima;27.17
SE;2806602;Santo Amaro das Brotas;18.89
SE;2806701;São Cristóvão;12.8
SE;2806800;São Domingos;33.36
SE;2806909;São Francisco;26.72
SE;2807006;São Miguel do Aleixo;33.54
SE;2807105;Simão Dias;26.78
SE;2807204;Siriri;20.69
SE;2807303;Telha;27.33
SE;2807402;Tobias Barreto;28.34
SE;2807501;Tomar do Geru;32.08
SE;2807600;Umbaúba;24.73
