codigo;municipio;cor;valor_pct;Sigla
2514305;São José de Caiana;Preta;3.25;PB
2514305;São José de Caiana;Parda;61.81;PB
2514404;São José de Espinharas;Preta;5.81;PB
2514404;São José de Espinharas;Parda;54.13;PB
2514453;São José dos Ramos;Preta;5.63;PB
2514453;São José dos Ramos;Parda;58.95;PB
2514503;São José de Piranhas;Preta;5.27;PB
2514503;São José de Piranhas;Parda;47.97;PB
2514552;São José de Princesa;Preta;3.84;PB
2514552;São José de Princesa;Parda;61.23;PB
2514602;São José do Bonfim;Preta;2.5;PB
2514602;São José do Bonfim;Parda;65.71;PB
2514651;São José do Brejo do Cruz;Preta;0.92;PB
2514651;São José do Brejo do Cruz;Parda;63.74;PB
2514701;São José do Sabugi;Preta;1.93;PB
2514701;São José do Sabugi;Parda;43.92;PB
2514800;São José dos Cordeiros;Preta;0.77;PB
2514800;São José dos Cordeiros;Parda;55.32;PB
2514909;São Mamede;Preta;3.12;PB
2514909;São Mamede;Parda;44.1;PB
2515005;São Miguel de Taipu;Preta;10.01;PB
2515005;São Miguel de Taipu;Parda;56.02;PB
2515104;São Sebastião de Lagoa de Roça;Preta;5.2;PB
2515104;São Sebastião de Lagoa de Roça;Parda;56.48;PB
2515203;São Sebastião do Umbuzeiro;Preta;2.1;PB
2515203;São Sebastião do Umbuzeiro;Parda;63.17;PB
2515302;Sapé;Preta;4.28;PB
2515302;Sapé;Parda;59.28;PB
2515401;São Vicente do Seridó;Preta;7.82;PB
2515401;São Vicente do Seridó;Parda;60.46;PB
2515500;Serra Branca;Preta;4.12;PB
2515500;Serra Branca;Parda;53.3;PB
2515609;Serra da Raiz;Preta;5.27;PB
2515609;Serra da Raiz;Parda;60.56;PB
2515708;Serra Grande;Preta;3.17;PB
2515708;Serra Grande;Parda;75.99;PB
2515807;Serra Redonda;Preta;3.56;PB
2515807;Serra Redonda;Parda;56.77;PB
2515906;Serraria;Preta;2.98;PB
2515906;Serraria;Parda;64.5;PB
2515930;Sertãozinho;Preta;4.53;PB
2515930;Sertãozinho;Parda;66.44;PB
2515971;Sobrado;Preta;3.15;PB
2515971;Sobrado;Parda;62.14;PB
2516003;Solânea;Preta;3.92;PB
2516003;Solânea;Parda;57.33;PB
2516102;Soledade;Preta;3.65;PB
2516102;Soledade;Parda;52.0;PB
2516151;Sossêgo;Preta;1.96;PB
2516151;Sossêgo;Parda;53.44;PB
2516201;Sousa;Preta;7.5;PB
2516201;Sousa;Parda;47.76;PB
2516300;Sumé;Preta;4.05;PB
2516300;Sumé;Parda;55.0;PB
2516409;Tacima;Preta;4.93;PB
2516409;Tacima;Parda;59.31;PB
2516508;Taperoá;Preta;4.14;PB
2516508;Taperoá;Parda;55.98;PB
2516607;Tavares;Preta;7.36;PB
2516607;Tavares;Parda;53.4;PB
2516706;Teixeira;Preta;4.22;PB
2516706;Teixeira;Parda;60.46;PB
2516755;Tenório;Preta;1.55;PB
2516755;Tenório;Parda;53.83;PB
2516805;Triunfo;Preta;6.16;PB
2516805;Triunfo;Parda;59.44;PB
2516904;Uiraúna;Preta;6.72;PB
2516904;Uiraúna;Parda;46.85;PB
2517001;Umbuzeiro;Preta;4.0;PB
2517001;Umbuzeiro;Parda;53.02;PB
2517100;Várzea;Preta;5.59;PB
2517100;Várzea;Parda;29.84;PB
2517209;Vieirópolis;Preta;3.5;PB
2517209;Vieirópolis;Parda;52.12;PB
2517407;Zabelê;Preta;1.82;PB
2517407;Zabelê;Parda;57.66;PB
2600054;Abreu e Lima;Preta;7.96;PE
2600054;Abreu e Lima;Parda;56.92;PE
2600104;Afogados da Ingazeira;Preta;3.18;PE
2600104;Afogados da Ingazeira;Parda;52.34;PE
2600203;Afrânio;Preta;11.57;PE
2600203;Afrânio;Parda;39.74;PE
2600302;Agrestina;Preta;6.36;PE
2600302;Agrestina;Parda;40.44;PE
2600401;Água Preta;Preta;5.65;PE
2600401;Água Preta;Parda;68.17;PE
2600500;Águas Belas;Preta;4.29;PE
2600500;Águas Belas;Parda;54.88;PE
2600609;Alagoinha;Preta;5.37;PE
2600609;Alagoinha;Parda;52.24;PE
2600708;Aliança;Preta;5.81;PE
2600708;Aliança;Parda;61.07;PE
2600807;Altinho;Preta;3.42;PE
2600807;Altinho;Parda;54.8;PE
2600906;Amaraji;Preta;3.38;PE
2600906;Amaraji;Parda;59.9;PE
2601003;Angelim;Preta;3.89;PE
2601003;Angelim;Parda;62.62;PE
2601052;Araçoiaba;Preta;8.92;PE
2601052;Araçoiaba;Parda;64.75;PE
2601102;Araripina;Preta;7.55;PE
2601102;Araripina;Parda;63.85;PE
2601201;Arcoverde;Preta;5.68;PE
2601201;Arcoverde;Parda;55.24;PE
2601300;Barra de Guabiraba;Preta;2.98;PE
2601300;Barra de Guabiraba;Parda;54.75;PE
2601409;Barreiros;Preta;6.98;PE
2601409;Barreiros;Parda;63.75;PE
2601508;Belém de Maria;Preta;2.62;PE
2601508;Belém de Maria;Parda;56.68;PE
2601607;Belém do São Francisco;Preta;8.58;PE
2601607;Belém do São Francisco;Parda;64.41;PE
2601706;Belo Jardim;Preta;3.28;PE
2601706;Belo Jardim;Parda;55.86;PE
2601805;Betânia;Preta;12.67;PE
2601805;Betânia;Parda;55.76;PE
2601904;Bezerros;Preta;3.24;PE
2601904;Bezerros;Parda;42.85;PE
2602001;Bodocó;Preta;4.04;PE
2602001;Bodocó;Parda;72.56;PE
2602100;Bom Conselho;Preta;4.78;PE
2602100;Bom Conselho;Parda;63.25;PE
2602209;Bom Jardim;Preta;4.04;PE
2602209;Bom Jardim;Parda;54.09;PE
2602308;Bonito;Preta;2.2;PE
2602308;Bonito;Parda;55.23;PE
2602407;Brejão;Preta;5.38;PE
2602407;Brejão;Parda;56.44;PE
2602506;Brejinho;Preta;4.08;PE
2602506;Brejinho;Parda;56.82;PE
2602605;Brejo da Madre de Deus;Preta;3.88;PE
2602605;Brejo da Madre de Deus;Parda;59.69;PE
2602704;Buenos Aires;Preta;7.41;PE
2602704;Buenos Aires;Parda;59.23;PE
2602803;Buíque;Preta;3.46;PE
2602803;Buíque;Parda;71.69;PE
2602902;Cabo de Santo Agostinho;Preta;9.66;PE
2602902;Cabo de Santo Agostinho;Parda;57.94;PE
2603009;Cabrobó;Preta;9.69;PE
2603009;Cabrobó;Parda;52.58;PE
2603108;Cachoeirinha;Preta;4.28;PE
2603108;Cachoeirinha;Parda;51.43;PE
2603207;Caetés;Preta;3.47;PE
2603207;Caetés;Parda;52.52;PE
2603306;Calçado;Preta;3.29;PE
2603306;Calçado;Parda;64.94;PE
2603405;Calumbi;Preta;3.04;PE
2603405;Calumbi;Parda;69.18;PE
2603454;Camaragibe;Preta;7.94;PE
2603454;Camaragibe;Parda;56.5;PE
2603504;Camocim de São Félix;Preta;3.38;PE
2603504;Camocim de São Félix;Parda;47.13;PE
2603603;Camutanga;Preta;3.33;PE
2603603;Camutanga;Parda;61.18;PE
2603702;Canhotinho;Preta;3.56;PE
2603702;Canhotinho;Parda;62.77;PE
2603801;Capoeiras;Preta;4.03;PE
2603801;Capoeiras;Parda;48.2;PE
2603900;Carnaíba;Preta;4.57;PE
2603900;Carnaíba;Parda;53.08;PE
2603926;Carnaubeira da Penha;Preta;2.78;PE
2603926;Carnaubeira da Penha;Parda;48.57;PE
2604007;Carpina;Preta;7.17;PE
2604007;Carpina;Parda;57.78;PE
2604106;Caruaru;Preta;3.7;PE
2604106;Caruaru;Parda;45.48;PE
2604155;Casinhas;Preta;2.06;PE
2604155;Casinhas;Parda;51.24;PE
2604205;Catende;Preta;4.97;PE
2604205;Catende;Parda;58.66;PE
2604304;Cedro;Preta;5.52;PE
2604304;Cedro;Parda;64.46;PE
2604403;Chã de Alegria;Preta;5.27;PE
2604403;Chã de Alegria;Parda;68.17;PE
2604502;Chã Grande;Preta;3.05;PE
2604502;Chã Grande;Parda;51.47;PE
2604601;Condado;Preta;6.74;PE
2604601;Condado;Parda;65.01;PE
2604700;Correntes;Preta;3.85;PE
2604700;Correntes;Parda;63.15;PE
2604809;Cortês;Preta;3.6;PE
2604809;Cortês;Parda;64.16;PE
2604908;Cumaru;Preta;3.17;PE
2604908;Cumaru;Parda;49.17;PE
2605004;Cupira;Preta;1.32;PE
2605004;Cupira;Parda;51.39;PE
2605103;Custódia;Preta;4.58;PE
2605103;Custódia;Parda;57.76;PE
2605152;Dormentes;Preta;4.09;PE
2605152;Dormentes;Parda;43.29;PE
2605202;Escada;Preta;5.24;PE
2605202;Escada;Parda;65.7;PE
2605301;Exu;Preta;3.38;PE
2605301;Exu;Parda;72.61;PE
2605400;Feira Nova;Preta;4.95;PE
2605400;Feira Nova;Parda;55.56;PE
2605459;Fernando de Noronha;Preta;9.99;PE
2605459;Fernando de Noronha;Parda;52.61;PE
2605509;Ferreiros;Preta;3.64;PE
2605509;Ferreiros;Parda;57.13;PE
2605608;Flores;Preta;2.73;PE
2605608;Flores;Parda;62.8;PE
2605707;Floresta;Preta;3.88;PE
2605707;Floresta;Parda;65.6;PE
2605806;Frei Miguelinho;Preta;0.97;PE
2605806;Frei Miguelinho;Parda;36.55;PE
2605905;Gameleira;Preta;5.67;PE
2605905;Gameleira;Parda;65.85;PE
2606002;Garanhuns;Preta;4.61;PE
2606002;Garanhuns;Parda;51.68;PE
2606101;Glória do Goitá;Preta;5.97;PE
2606101;Glória do Goitá;Parda;62.87;PE
2606200;Goiana;Preta;7.46;PE
2606200;Goiana;Parda;62.43;PE
2606309;Granito;Preta;2.66;PE
2606309;Granito;Parda;79.87;PE
2606408;Gravatá;Preta;2.67;PE
2606408;Gravatá;Parda;48.16;PE
2606507;Iati;Preta;2.69;PE
2606507;Iati;Parda;64.49;PE
2606606;Ibimirim;Preta;2.86;PE
2606606;Ibimirim;Parda;61.6;PE
2606705;Ibirajuba;Preta;3.9;PE
2606705;Ibirajuba;Parda;54.3;PE
2606804;Igarassu;Preta;7.93;PE
2606804;Igarassu;Parda;63.82;PE
2606903;Iguaracy;Preta;2.73;PE
2606903;Iguaracy;Parda;63.06;PE
2607000;Inajá;Preta;6.27;PE
2607000;Inajá;Parda;64.02;PE
2607109;Ingazeira;Preta;3.12;PE
2607109;Ingazeira;Parda;50.5;PE
2607208;Ipojuca;Preta;8.22;PE
2607208;Ipojuca;Parda;63.1;PE
2607307;Ipubi;Preta;5.29;PE
2607307;Ipubi;Parda;69.19;PE
2607406;Itacuruba;Preta;24.43;PE
2607406;Itacuruba;Parda;46.76;PE
2607505;Itaíba;Preta;1.81;PE
2607505;Itaíba;Parda;68.36;PE
2607604;Ilha de Itamaracá;Preta;7.14;PE
2607604;Ilha de Itamaracá;Parda;66.66;PE
2607653;Itambé;Preta;7.19;PE
2607653;Itambé;Parda;62.6;PE
2607703;Itapetim;Preta;3.29;PE
2607703;Itapetim;Parda;47.28;PE
2607752;Itapissuma;Preta;11.37;PE
2607752;Itapissuma;Parda;63.91;PE
2607802;Itaquitinga;Preta;4.5;PE
2607802;Itaquitinga;Parda;69.41;PE
2607901;Jaboatão dos Guararapes;Preta;7.86;PE
2607901;Jaboatão dos Guararapes;Parda;54.17;PE
2607950;Jaqueira;Preta;7.21;PE
2607950;Jaqueira;Parda;57.38;PE
2608008;Jataúba;Preta;1.96;PE
2608008;Jataúba;Parda;62.79;PE
2608057;Jatobá;Preta;5.68;PE
2608057;Jatobá;Parda;48.48;PE
2608107;João Alfredo;Preta;3.05;PE
2608107;João Alfredo;Parda;55.14;PE
2608206;Joaquim Nabuco;Preta;5.8;PE
2608206;Joaquim Nabuco;Parda;64.11;PE
2608255;Jucati;Preta;5.2;PE
2608255;Jucati;Parda;54.01;PE
2608305;Jupi;Preta;3.23;PE
2608305;Jupi;Parda;58.17;PE
2608404;Jurema;Preta;2.15;PE
2608404;Jurema;Parda;58.04;PE
2608453;Lagoa do Carro;Preta;4.3;PE
2608453;Lagoa do Carro;Parda;57.31;PE
2608503;Lagoa de Itaenga;Preta;7.1;PE
2608503;Lagoa de Itaenga;Parda;63.65;PE
2608602;Lagoa do Ouro;Preta;2.28;PE
2608602;Lagoa do Ouro;Parda;53.27;PE
2608701;Lagoa dos Gatos;Preta;3.19;PE
2608701;Lagoa dos Gatos;Parda;57.69;PE
2608750;Lagoa Grande;Preta;7.27;PE
2608750;Lagoa Grande;Parda;66.54;PE
2608800;Lajedo;Preta;3.79;PE
2608800;Lajedo;Parda;52.49;PE
2608909;Limoeiro;Preta;5.72;PE
2608909;Limoeiro;Parda;52.79;PE
2609006;Macaparana;Preta;5.06;PE
2609006;Macaparana;Parda;52.77;PE
2609105;Machados;Preta;3.64;PE
2609105;Machados;Parda;55.96;PE
2609154;Manari;Preta;1.36;PE
2609154;Manari;Parda;76.44;PE
2609204;Maraial;Preta;2.86;PE
2609204;Maraial;Parda;63.14;PE
2609303;Mirandiba;Preta;10.79;PE
2609303;Mirandiba;Parda;67.39;PE
2609402;Moreno;Preta;6.09;PE
2609402;Moreno;Parda;62.89;PE
2609501;Nazaré da Mata;Preta;12.11;PE
2609501;Nazaré da Mata;Parda;60.58;PE
2609600;Olinda;Preta;9.9;PE
2609600;Olinda;Parda;52.38;PE
2609709;Orobó;Preta;6.98;PE
2609709;Orobó;Parda;46.65;PE
2609808;Orocó;Preta;12.0;PE
2609808;Orocó;Parda;69.1;PE
2609907;Ouricuri;Preta;5.78;PE
2609907;Ouricuri;Parda;62.87;PE
2610004;Palmares;Preta;6.63;PE
2610004;Palmares;Parda;56.84;PE
2610103;Palmeirina;Preta;2.35;PE
2610103;Palmeirina;Parda;61.89;PE
2610202;Panelas;Preta;5.01;PE
2610202;Panelas;Parda;56.8;PE
2610301;Paranatama;Preta;3.0;PE
2610301;Paranatama;Parda;58.12;PE
2610400;Parnamirim;Preta;2.73;PE
2610400;Parnamirim;Parda;62.79;PE
2610509;Passira;Preta;3.39;PE
2610509;Passira;Parda;56.34;PE
2610608;Paudalho;Preta;4.46;PE
2610608;Paudalho;Parda;64.6;PE
2610707;Paulista;Preta;9.79;PE
2610707;Paulista;Parda;49.95;PE
2610806;Pedra;Preta;4.28;PE
2610806;Pedra;Parda;65.07;PE
2610905;Pesqueira;Preta;2.31;PE
2610905;Pesqueira;Parda;50.36;PE
2611002;Petrolândia;Preta;5.5;PE
2611002;Petrolândia;Parda;60.42;PE
2611101;Petrolina;Preta;7.57;PE
2611101;Petrolina;Parda;59.05;PE
2611200;Poção;Preta;3.76;PE
2611200;Poção;Parda;56.16;PE
2611309;Pombos;Preta;3.07;PE
2611309;Pombos;Parda;56.7;PE
2611408;Primavera;Preta;6.93;PE
2611408;Primavera;Parda;57.78;PE
2611507;Quipapá;Preta;4.28;PE
2611507;Quipapá;Parda;61.49;PE
2611533;Quixaba;Preta;2.76;PE
2611533;Quixaba;Parda;59.2;PE
2611606;Recife;Preta;8.17;PE
2611606;Recife;Parda;49.74;PE
2611705;Riacho das Almas;Preta;2.79;PE
2611705;Riacho das Almas;Parda;47.09;PE
2611804;Ribeirão;Preta;5.95;PE
2611804;Ribeirão;Parda;59.82;PE
2611903;Rio Formoso;Preta;9.45;PE
2611903;Rio Formoso;Parda;64.66;PE
2612000;Sairé;Preta;4.49;PE
2612000;Sairé;Parda;43.78;PE
2612109;Salgadinho;Preta;9.43;PE
2612109;Salgadinho;Parda;50.39;PE
2612208;Salgueiro;Preta;8.63;PE
2612208;Salgueiro;Parda;62.23;PE
2612307;Saloá;Preta;2.98;PE
2612307;Saloá;Parda;58.89;PE
2612406;Sanharó;Preta;3.89;PE
2612406;Sanharó;Parda;58.81;PE
2612455;Santa Cruz;Preta;2.61;PE
2612455;Santa Cruz;Parda;57.32;PE
2612471;Santa Cruz da Baixa Verde;Preta;9.29;PE
2612471;Santa Cruz da Baixa Verde;Parda;58.72;PE
2612505;Santa Cruz do Capibaribe;Preta;2.79;PE
2612505;Santa Cruz do Capibaribe;Parda;51.81;PE
2612554;Santa Filomena;Preta;1.98;PE
2612554;Santa Filomena;Parda;67.2;PE
2612604;Santa Maria da Boa Vista;Preta;10.67;PE
2612604;Santa Maria da Boa Vista;Parda;71.17;PE
2612703;Santa Maria do Cambucá;Preta;5.12;PE
2612703;Santa Maria do Cambucá;Parda;51.08;PE
2612802;Santa Terezinha;Preta;4.38;PE
2612802;Santa Terezinha;Parda;53.17;PE
2612901;São Benedito do Sul;Preta;4.14;PE
2612901;São Benedito do Sul;Parda;61.04;PE
2613008;São Bento do Una;Preta;3.49;PE
2613008;São Bento do Una;Parda;52.55;PE
2613107;São Caitano;Preta;2.79;PE
2613107;São Caitano;Parda;54.52;PE
2613206;São João;Preta;2.51;PE
2613206;São João;Parda;62.2;PE
2613305;São Joaquim do Monte;Preta;1.75;PE
2613305;São Joaquim do Monte;Parda;47.81;PE
2613404;São José da Coroa Grande;Preta;6.95;PE
2613404;São José da Coroa Grande;Parda;66.14;PE
2613503;São José do Belmonte;Preta;6.02;PE
2613503;São José do Belmonte;Parda;67.46;PE
2613602;São José do Egito;Preta;4.95;PE
2613602;São José do Egito;Parda;53.27;PE
2613701;São Lourenço da Mata;Preta;8.91;PE
2613701;São Lourenço da Mata;Parda;57.47;PE
2613800;São Vicente Férrer;Preta;3.34;PE
2613800;São Vicente Férrer;Parda;57.42;PE
2613909;Serra Talhada;Preta;4.66;PE
2613909;Serra Talhada;Parda;57.6;PE
2614006;Serrita;Preta;3.13;PE
2614006;Serrita;Parda;70.82;PE
2614105;Sertânia;Preta;4.33;PE
2614105;Sertânia;Parda;60.44;PE
2614204;Sirinhaém;Preta;8.82;PE
2614204;Sirinhaém;Parda;67.67;PE
2614303;Moreilândia;Preta;4.33;PE
2614303;Moreilândia;Parda;63.83;PE
2614402;Solidão;Preta;3.5;PE
2614402;Solidão;Parda;40.87;PE
2614501;Surubim;Preta;1.39;PE
2614501;Surubim;Parda;49.55;PE
2614600;Tabira;Preta;3.25;PE
2614600;Tabira;Parda;48.51;PE
2614709;Tacaimbó;Preta;3.53;PE
2614709;Tacaimbó;Parda;50.04;PE
2614808;Tacaratu;Preta;6.01;PE
2614808;Tacaratu;Parda;58.38;PE
2614857;Tamandaré;Preta;5.27;PE
2614857;Tamandaré;Parda;71.12;PE
2615003;Taquaritinga do Norte;Preta;1.54;PE
2615003;Taquaritinga do Norte;Parda;52.77;PE
2615102;Terezinha;Preta;2.21;PE
2615102;Terezinha;Parda;58.03;PE
2615201;Terra Nova;Preta;5.31;PE
2615201;Terra Nova;Parda;67.88;PE
2615300;Timbaúba;Preta;5.35;PE
2615300;Timbaúba;Parda;55.13;PE
2615409;Toritama;Preta;1.77;PE
2615409;Toritama;Parda;52.25;PE
2615508;Tracunhaém;Preta;7.99;PE
2615508;Tracunhaém;Parda;65.67;PE
2615607;Trindade;Preta;4.56;PE
2615607;Trindade;Parda;67.42;PE
2615706;Triunfo;Preta;4.24;PE
2615706;Triunfo;Parda;54.72;PE
2615805;Tupanatinga;Preta;4.46;PE
2615805;Tupanatinga;Parda;62.29;PE
2615904;Tuparetama;Preta;4.8;PE
2615904;Tuparetama;Parda;56.5;PE
2616001;Venturosa;Preta;2.58;PE
2616001;Venturosa;Parda;57.64;PE
2616100;Verdejante;Preta;4.0;PE
2616100;Verdejante;Parda;74.7;PE
2616183;Vertente do Lério;Preta;1.22;PE
2616183;Vertente do Lério;Parda;50.58;PE
2616209;Vertentes;Preta;2.54;PE
2616209;Vertentes;Parda;56.36;PE
2616308;Vicência;Preta;6.4;PE
2616308;Vicência;Parda;53.34;PE
2616407;Vitória de Santo Antão;Preta;5.56;PE
2616407;Vitória de Santo Antão;Parda;56.02;PE
2616506;Xexéu;Preta;5.34;PE
2616506;Xexéu;Parda;62.41;PE
2800100;Amparo do São Francisco;Preta;11.24;SE
2800100;Amparo do São Francisco;Parda;68.77;SE
2800209;Aquidabã;Preta;3.84;SE
2800209;Aquidabã;Parda;67.21;SE
2800308;Aracaju;Preta;10.58;SE
2800308;Aracaju;Parda;55.42;SE
2800407;Arauá;Preta;14.11;SE
2800407;Arauá;Parda;66.8;SE
2800506;Areia Branca;Preta;9.32;SE
2800506;Areia Branca;Parda;65.24;SE
2800605;Barra dos Coqueiros;Preta;11.47;SE
2800605;Barra dos Coqueiros;Parda;69.69;SE
2800670;Boquim;Preta;8.07;SE
2800670;Boquim;Parda;68.76;SE
2800704;Brejo Grande;Preta;13.44;SE
2800704;Brejo Grande;Parda;61.21;SE
2801009;Campo do Brito;Preta;5.86;SE
2801009;Campo do Brito;Parda;62.92;SE
2801108;Canhoba;Preta;10.5;SE
2801108;Canhoba;Parda;64.94;SE
2801207;Canindé de São Francisco;Preta;1.89;SE
2801207;Canindé de São Francisco;Parda;69.17;SE
2801306;Capela;Preta;9.94;SE
2801306;Capela;Parda;68.91;SE
2801405;Carira;Preta;9.99;SE
2801405;Carira;Parda;54.0;SE
2801504;Carmópolis;Preta;9.54;SE
2801504;Carmópolis;Parda;66.55;SE
2801603;Cedro de São João;Preta;3.45;SE
2801603;Cedro de São João;Parda;57.47;SE
2801702;Cristinápolis;Preta;8.3;SE
2801702;Cristinápolis;Parda;72.19;SE
2801900;Cumbe;Preta;8.15;SE
2801900;Cumbe;Parda;59.33;SE
2802007;Divina Pastora;Preta;21.3;SE
2802007;Divina Pastora;Parda;56.53;SE
2802106;Estância;Preta;8.76;SE
2802106;Estância;Parda;68.98;SE
2802205;Feira Nova;Preta;1.47;SE
2802205;Feira Nova;Parda;72.38;SE
2802304;Frei Paulo;Preta;4.7;SE
2802304;Frei Paulo;Parda;65.81;SE
2802403;Gararu;Preta;2.49;SE
2802403;Gararu;Parda;69.52;SE
2802502;General Maynard;Preta;21.52;SE
2802502;General Maynard;Parda;63.1;SE
2802601;Gracho Cardoso;Preta;2.49;SE
2802601;Gracho Cardoso;Parda;62.18;SE
2802700;Ilha das Flores;Preta;5.0;SE
2802700;Ilha das Flores;Parda;68.45;SE
2802809;Indiaroba;Preta;12.74;SE
2802809;Indiaroba;Parda;70.04;SE
2802908;Itabaiana;Preta;5.1;SE
2802908;Itabaiana;Parda;55.63;SE
2803005;Itabaianinha;Preta;5.67;SE
2803005;Itabaianinha;Parda;62.7;SE
2803104;Itabi;Preta;3.4;SE
2803104;Itabi;Parda;62.78;SE
2803203;Itaporanga d'Ajuda;Preta;12.04;SE
2803203;Itaporanga d'Ajuda;Parda;65.35;SE
2803302;Japaratuba;Preta;6.97;SE
2803302;Japaratuba;Parda;74.92;SE
2803401;Japoatã;Preta;4.99;SE
2803401;Japoatã;Parda;71.23;SE
2803500;Lagarto;Preta;6.26;SE
2803500;Lagarto;Parda;61.92;SE
2803609;Laranjeiras;Preta;18.3;SE
2803609;Laranjeiras;Parda;64.16;SE
2803708;Macambira;Preta;2.72;SE
2803708;Macambira;Parda;75.33;SE
2803807;Malhada dos Bois;Preta;8.09;SE
2803807;Malhada dos Bois;Parda;68.59;SE
2803906;Malhador;Preta;7.59;SE
2803906;Malhador;Parda;67.29;SE
2804003;Maruim;Preta;15.24;SE
2804003;Maruim;Parda;64.03;SE
2804102;Moita Bonita;Preta;2.66;SE
2804102;Moita Bonita;Parda;55.22;SE
2804201;Monte Alegre de Sergipe;Preta;3.96;SE
2804201;Monte Alegre de Sergipe;Parda;67.37;SE
2804300;Muribeca;Preta;7.29;SE
2804300;Muribeca;Parda;69.13;SE
2804409;Neópolis;Preta;11.24;SE
2804409;Neópolis;Parda;65.27;SE
2804458;Nossa Senhora Aparecida;Preta;2.31;SE
2804458;Nossa Senhora Aparecida;Parda;69.73;SE
2804508;Nossa Senhora da Glória;Preta;2.28;SE
2804508;Nossa Senhora da Glória;Parda;60.74;SE
2804607;Nossa Senhora das Dores;Preta;4.84;SE
2804607;Nossa Senhora das Dores;Parda;61.48;SE
2804706;Nossa Senhora de Lourdes;Preta;3.58;SE
2804706;Nossa Senhora de Lourdes;Parda;65.92;SE
2804805;Nossa Senhora do Socorro;Preta;13.1;SE
2804805;Nossa Senhora do Socorro;Parda;60.55;SE
2804904;Pacatuba;Preta;3.66;SE
2804904;Pacatuba;Parda;74.78;SE
2805000;Pedra Mole;Preta;6.51;SE
2805000;Pedra Mole;Parda;76.54;SE
2805109;Pedrinhas;Preta;9.27;SE
2805109;Pedrinhas;Parda;68.48;SE
2805208;Pinhão;Preta;10.11;SE
2805208;Pinhão;Parda;73.31;SE
2805307;Pirambu;Preta;7.29;SE
2805307;Pirambu;Parda;63.61;SE
2805406;Poço Redondo;Preta;3.47;SE
2805406;Poço Redondo;Parda;71.37;SE
2805505;Poço Verde;Preta;3.25;SE
2805505;Poço Verde;Parda;64.23;SE
2805604;Porto da Folha;Preta;5.76;SE
2805604;Porto da Folha;Parda;57.81;SE
2805703;Propriá;Preta;8.94;SE
2805703;Propriá;Parda;56.35;SE
2805802;Riachão do Dantas;Preta;5.99;SE
2805802;Riachão do Dantas;Parda;76.34;SE
2805901;Riachuelo;Preta;12.06;SE
2805901;Riachuelo;Parda;71.4;SE
2806008;Ribeirópolis;Preta;2.22;SE
2806008;Ribeirópolis;Parda;55.5;SE
2806107;Rosário do Catete;Preta;17.48;SE
2806107;Rosário do Catete;Parda;65.64;SE
2806206;Salgado;Preta;7.44;SE
2806206;Salgado;Parda;67.95;SE
2806305;Santa Luzia do Itanhy;Preta;16.97;SE
2806305;Santa Luzia do Itanhy;Parda;61.53;SE
2806404;Santana do São Francisco;Preta;12.38;SE
2806404;Santana do São Francisco;Parda;63.67;SE
2806503;Santa Rosa de Lima;Preta;17.68;SE
2806503;Santa Rosa de Lima;Parda;61.12;SE
2806602;Santo Amaro das Brotas;Preta;11.4;SE
2806602;Santo Amaro das Brotas;Parda;65.11;SE
2806701;São Cristóvão;Preta;10.91;SE
2806701;São Cristóvão;Parda;65.91;SE
2806800;São Domingos;Preta;5.13;SE
2806800;São Domingos;Parda;71.59;SE
2806909;São Francisco;Preta;1.67;SE
2806909;São Francisco;Parda;82.25;SE
2807006;São Miguel do Aleixo;Preta;4.24;SE
2807006;São Miguel do Aleixo;Parda;69.85;SE
2807105;Simão Dias;Preta;5.02;SE
2807105;Simão Dias;Parda;63.43;SE
2807204;Siriri;Preta;7.18;SE
2807204;Siriri;Parda;70.1;SE
2807303;Telha;Preta;8.14;SE
2807303;Telha;Parda;58.65;SE
2807402;Tobias Barreto;Preta;6.1;SE
2807402;Tobias Barreto;Parda;59.03;SE
2807501;Tomar do Geru;Preta;7.37;SE
2807501;Tomar do Geru;Parda;66.19;SE
2807600;Umbaúba;Preta;12.2;SE
2807600;Umbaúba;Parda;66.21;SE
2900108;Abaíra;Preta;4.43;BA
2900108;Abaíra;Parda;51.77;BA
2900207;Abaré;Preta;9.6;BA
2900207;Abaré;Parda;73.95;BA
2900306;Acajutiba;Preta;13.36;BA
2900306;Acajutiba;Parda;63.8;BA
2900355;Adustina;Preta;5.51;BA
2900355;Adustina;Parda;60.06;BA
2900405;Água Fria;Preta;18.65;BA
2900405;Água Fria;Parda;71.41;BA
2900504;Érico Cardoso;Preta;14.15;BA
2900504;Érico Cardoso;Parda;52.69;BA
2900603;Aiquara;Preta;22.97;BA
2900603;Aiquara;Parda;61.22;BA
2900702;Alagoinhas;Preta;23.06;BA
2900702;Alagoinhas;Parda;58.08;BA
2900801;Alcobaça;Preta;22.36;BA
2900801;Alcobaça;Parda;61.32;BA
2900900;Almadina;Preta;20.44;BA
2900900;Almadina;Parda;60.54;BA
2901007;Amargosa;Preta;20.24;BA
2901007;Amargosa;Parda;59.28;BA
2901106;Amélia Rodrigues;Preta;26.73;BA
2901106;Amélia Rodrigues;Parda;64.43;BA
2901155;América Dourada;Preta;19.72;BA
2901155;América Dourada;Parda;62.21;BA
2901205;Anagé;Preta;6.85;BA
2901205;Anagé;Parda;60.49;BA
2901304;Andaraí;Preta;16.6;BA
2901304;Andaraí;Parda;71.43;BA
