Sigla;codigo;municipio;esperanca_vida
PI;2208502;Porto;70.47
PI;2208551;Porto Alegre do Piauí;68.93
PI;2208601;Prata do Piauí;70.84
PI;2208650;Queimada Nova;70.45
PI;2208700;Redenção do Gurguéia;70.98
PI;2208809;Regeneração;67.85
PI;2208858;Riacho Frio;70.67
PI;2208874;Ribeira do Piauí;70.48
PI;2208908;Ribeiro Gonçalves;72.22
PI;2209005;Rio Grande do Piauí;71.03
PI;2209104;Santa Cruz do Piauí;68.22
PI;2209153;Santa Cruz dos Milagres;68.14
PI;2209203;Santa Filomena;72.34
PI;2209302;Santa Luz;71.1
PI;2209351;Santana do Piauí;69.16
PI;2209377;Santa Rosa do Piauí;66.96
PI;2209401;Santo Antônio de Lisboa;67.21
PI;2209450;Santo Antônio dos Milagres;71.57
PI;2209500;Santo Inácio do Piauí;71.55
PI;2209559;São Braz do Piauí;71.23
PI;2209609;São Félix do Piauí;69.52
PI;2209658;São Francisco de Assis do Piauí;69.04
PI;2209708;São Francisco do Piauí;69.64
PI;2209757;São Gonçalo do Gurguéia;67.06
PI;2209807;São Gonçalo do Piauí;69.34
PI;2209856;São João da Canabrava;68.55
PI;2209872;São João da Fronteira;70.18
PI;2209906;São João da Serra;70.39
PI;2209955;São João da Varjota;67.46
PI;2209971;São João do Arraial;68.2
PI;2210003;São João do Piauí;71.16
PI;2210052;São José do Divino;71.5
PI;2210102;São José do Peixe;70.96
PI;2210201;São José do Piauí;67.02
PI;2210300;São Julião;71.47
PI;2210359;São Lourenço do Piauí;70.17
PI;2210375;São Luis do Piauí;70.44
PI;2210383;São Miguel da Baixa Grande;71.45
PI;2210391;São Miguel do Fidalgo;69.83
PI;2210409;São Miguel do Tapuio;71.8
PI;2210508;São Pedro do Piauí;71.57
PI;2210607;São Raimundo Nonato;71.75
PI;2210623;Sebastião Barros;71.21
PI;2210631;Sebastião Leal;69.18
PI;2210656;Sigefredo Pacheco;70.85
PI;2210706;Simões;71.24
PI;2210805;Simplício Mendes;71.01
PI;2210904;Socorro do Piauí;69.35
PI;2210938;Sussuapara;69.94
PI;2210953;Tamboril do Piauí;66.1
PI;2210979;Tanque do Piauí;67.21
PI;2211001;Teresina;74.22
PI;2211100;União;71.86
PI;2211209;Uruçuí;72.63
PI;2211308;Valença do Piauí;71.4
PI;2211357;Várzea Branca;69.57
PI;2211407;Várzea Grande;67.49
PI;2211506;Vera Mendes;66.1
PI;2211605;Vila Nova do Piauí;66.1
PI;2211704;Wall Ferraz;67.49
RN;2400109;Acari;71.73
RN;2400208;Açu;72.69
RN;2400307;Afonso Bezerra;67.76
RN;2400406;Água Nova;71.56
RN;2400505;Alexandria;71.71
RN;2400604;Almino Afonso;69.32
RN;2400703;Alto do Rodrigues;72.98
RN;2400802;Angicos;70.34
RN;2400901;Antônio Martins;70.6
RN;2401008;Apodi;69.79
RN;2401107;Areia Branca;72.38
RN;2401206;Arês;68.47
RN;2401305;Augusto Severo;71.46
RN;2401404;Baía Formosa;68.05
RN;2401453;Baraúna;70.36
RN;2401503;Barcelona;68.58
RN;2401602;Bento Fernandes;69.22
RN;2401651;Bodó;71.33
RN;2401701;Bom Jesus;69.56
RN;2401800;Brejinho;68.29
RN;2401859;Caiçara do Norte;68.61
RN;2401909;Caiçara do Rio do Vento;69.01
RN;2402006;Caicó;74.45
RN;2402105;Campo Redondo;70.47
RN;2402204;Canguaretama;68.07
RN;2402303;Caraúbas;72.15
RN;2402402;Carnaúba dos Dantas;72.76
RN;2402501;Carnaubais;69.25
RN;2402600;Ceará-Mirim;71.44
RN;2402709;Cerro Corá;70.26
RN;2402808;Coronel Ezequiel;71.68
RN;2402907;Coronel João Pessoa;69.86
RN;2403004;Cruzeta;69.89
RN;2403103;Currais Novos;72.62
RN;2403202;Doutor Severiano;69.79
RN;2403251;Parnamirim;74.52
RN;2403301;Encanto;72.21
RN;2403400;Equador;70.87
RN;2403509;Espírito Santo;69.88
RN;2403608;Extremoz;73.5
RN;2403707;Felipe Guerra;71.1
RN;2403756;Fernando Pedroza;68.62
RN;2403806;Florânia;71.51
RN;2403905;Francisco Dantas;68.91
RN;2404002;Frutuoso Gomes;69.24
RN;2404101;Galinhos;68.39
RN;2404200;Goianinha;72
RN;2404309;Governador Dix-Sept Rosado;70.52
RN;2404408;Grossos;72.39
RN;2404507;Guamaré;71.13
RN;2404606;Ielmo Marinho;70.93
RN;2404705;Ipanguaçu;69.63
RN;2404804;Ipueira;72.27
RN;2404853;Itajá;71.11
RN;2404903;Itaú;68.62
RN;2405009;Jaçanã;71.35
RN;2405108;Jandaíra;67.54
RN;2405207;Janduís;71.53
RN;2405306;Januário Cicco;71.28
RN;2405405;Japi;68.58
RN;2405504;Jardim de Angicos;69.37
RN;2405603;Jardim de Piranhas;72.49
RN;2405702;Jardim do Seridó;71.31
RN;2405801;João Câmara;68.45
RN;2405900;João Dias;71.28
RN;2406007;José da Penha;72.29
RN;2406106;Jucurutu;70.28
RN;2406155;Jundiá;71.47
RN;2406205;Lagoa d'Anta;69.36
RN;2406304;Lagoa de Pedras;69.06
RN;2406403;Lagoa de Velhos;72.36
RN;2406502;Lagoa Nova;70.81
RN;2406601;Lagoa Salgada;71.28
RN;2406700;Lajes;70.37
RN;2406809;Lajes Pintadas;71.12
RN;2406908;Lucrécia;72.12
RN;2407005;Luís Gomes;71.56
RN;2407104;Macaíba;72.04
RN;2407203;Macau;72.49
RN;2407252;Major Sales;71.46
RN;2407302;Marcelino Vieira;71.56
RN;2407401;Martins;71.31
RN;2407500;Maxaranguape;70.83
RN;2407609;Messias Targino;71.71
RN;2407708;Montanhas;67.02
RN;2407807;Monte Alegre;71.18
RN;2407906;Monte das Gameleiras;70.14
RN;2408003;Mossoró;73.64
RN;2408102;Natal;75.08
RN;2408201;Nísia Floresta;71.37
RN;2408300;Nova Cruz;72.28
RN;2408409;Olho-d'Água do Borges;68.14
RN;2408508;Ouro Branco;72.31
RN;2408607;Paraná;71.56
RN;2408706;Paraú;68.23
RN;2408805;Parazinho;68.15
RN;2408904;Parelhas;73.09
RN;2408953;Rio do Fogo;69.28
RN;2409100;Passa e Fica;70.79
RN;2409209;Passagem;69.83
RN;2409308;Patu;71.07
RN;2409332;Santa Maria;71.73
RN;2409407;Pau dos Ferros;73.16
RN;2409506;Pedra Grande;71.35
RN;2409605;Pedra Preta;70.1
RN;2409704;Pedro Avelino;72.27
RN;2409803;Pedro Velho;69.27
RN;2409902;Pendências;70.17
RN;2410009;Pilões;71.63
RN;2410108;Poço Branco;70.93
RN;2410207;Portalegre;70.22
RN;2410256;Porto do Mangue;68.89
RN;2410306;Presidente Juscelino;67.75
RN;2410405;Pureza;71.46
RN;2410504;Rafael Fernandes;69.24
RN;2410603;Rafael Godeiro;72.32
RN;2410702;Riacho da Cruz;70.03
RN;2410801;Riacho de Santana;71.56
RN;2410900;Riachuelo;71.01
RN;2411007;Rodolfo Fernandes;70.5
RN;2411056;Tibau;71.13
RN;2411106;Ruy Barbosa;71.8
RN;2411205;Santa Cruz;70.67
RN;2411403;Santana do Matos;71.04
RN;2411429;Santana do Seridó;71.04
RN;2411502;Santo Antônio;71.94
RN;2411601;São Bento do Norte;70.62
RN;2411700;São Bento do Trairí;70.79
RN;2411809;São Fernando;69.98
RN;2411908;São Francisco do Oeste;71.75
RN;2412005;São Gonçalo do Amarante;74.72
RN;2412104;São João do Sabugi;71.73
RN;2412203;São José de Mipibu;69.86
RN;2412302;São José do Campestre;72.34
RN;2412401;São José do Seridó;73.89
RN;2412500;São Miguel;69.83
RN;2412559;São Miguel de Touros;72.39
RN;2412609;São Paulo do Potengi;69.63
RN;2412708;São Pedro;72.62
RN;2412807;São Rafael;72.19
RN;2412906;São Tomé;71.22
RN;2413003;São Vicente;72.19
RN;2413102;Senador Elói de Souza;70.12
RN;2413201;Senador Georgino Avelino;69.89
RN;2413300;Serra de São Bento;69.46
RN;2413359;Serra do Mel;71.35
RN;2413409;Serra Negra do Norte;72.22
RN;2413508;Serrinha;70.42
RN;2413557;Serrinha dos Pintos;71.92
RN;2413607;Severiano Melo;68.65
RN;2413706;Sítio Novo;68.32
RN;2413805;Taboleiro Grande;72.51
RN;2413904;Taipu;71.68
RN;2414001;Tangará;71.21
RN;2414100;Tenente Ananias;71.73
RN;2414159;Tenente Laurentino Cruz;69.21
RN;2414209;Tibau do Sul;72.62
RN;2414308;Timbaúba dos Batistas;68.35
RN;2414407;Touros;67.95
RN;2414456;Triunfo Potiguar;68.81
RN;2414506;Umarizal;72.49
RN;2414605;Upanema;70.5
RN;2414704;Várzea;71.28
RN;2414753;Venha-Ver;68.31
RN;2414803;Vera Cruz;69.12
RN;2414902;Viçosa;69.81
RN;2415008;Vila Flor;68.29
SE;2800100;Amparo de São Francisco;68.66
SE;2800209;Aquidabã;69.83
SE;2800308;Aracaju;74.36
SE;2800407;Arauá;72
SE;2800506;Areia Branca;71.38
SE;2800605;Barra dos Coqueiros;71.54
SE;2800670;Boquim;71.27
SE;2800704;Brejo Grande;67.03
SE;2801009;Campo do Brito;72.57
SE;2801108;Canhoba;68.3
SE;2801207;Canindé de São Francisco;69.48
SE;2801306;Capela;70.97
SE;2801405;Carira;72.45
SE;2801504;Carmópolis;71.98
SE;2801603;Cedro de São João;68.83
SE;2801702;Cristinápolis;70.27
SE;2801900;Cumbe;69.9
SE;2802007;Divina Pastora;70.17
SE;2802106;Estância;71.94
SE;2802205;Feira Nova;71.39
SE;2802304;Frei Paulo;71.09
SE;2802403;Gararu;71.95
SE;2802502;General Maynard;71.53
SE;2802601;Gracho Cardoso;68.76
SE;2802700;Ilha das Flores;69.1
SE;2802809;Indiaroba;71.31
SE;2802908;Itabaiana;73.03
SE;2803005;Itabaianinha;70.66
SE;2803104;Itabi;69.86
SE;2803203;Itaporanga d'Ajuda;71.72
SE;2803302;Japaratuba;70.39
SE;2803401;Japoatã;67.01
SE;2803500;Lagarto;71.5
SE;2803609;Laranjeiras;71.3
SE;2803708;Macambira;68.66
SE;2803807;Malhada dos Bois;68.31
SE;2803906;Malhador;71.87
SE;2804003;Maruim;71.85
SE;2804102;Moita Bonita;72.53
SE;2804201;Monte Alegre de Sergipe;68.54
SE;2804300;Muribeca;71.24
SE;2804409;Neópolis;67.13
SE;2804458;Nossa Senhora Aparecida;71.45
SE;2804508;Nossa Senhora da Glória;70.02
SE;2804607;Nossa Senhora das Dores;69.93
SE;2804706;Nossa Senhora de Lourdes;68.13
SE;2804805;Nossa Senhora do Socorro;73.64
SE;2804904;Pacatuba;68.84
SE;2805000;Pedra Mole;66.88
SE;2805109;Pedrinhas;70.01
SE;2805208;Pinhão;67.63
SE;2805307;Pirambu;70.86
SE;2805406;Poço Redondo;70.58
SE;2805505;Poço Verde;70.08
SE;2805604;Porto da Folha;69.36
SE;2805703;Propriá;71.58
SE;2805802;Riachão do Dantas;71.87
SE;2805901;Riachuelo;70.96
SE;2806008;Ribeirópolis;71.15
SE;2806107;Rosário do Catete;68.84
SE;2806206;Salgado;72.35
SE;2806305;Santa Luzia do Itanhy;70.82
SE;2806404;Santana do São Francisco;67.98
SE;2806503;Santa Rosa de Lima;70.94
SE;2806602;Santo Amaro das Brotas;71.7
SE;2806701;São Cristóvão;73.01
SE;2806800;São Domingos;70.36
SE;2806909;São Francisco;68.89
SE;2807006;São Miguel do Aleixo;70.16
SE;2807105;Simão Dias;71.51
SE;2807204;Siriri;69.42
SE;2807303;Telha;68.31
SE;2807402;Tobias Barreto;67.13
SE;2807501;Tomar do Geru;69.73
SE;2807600;Umbaúba;68.15
